type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	eos	name
T	2023-12-08 00:32:31.4	49.263063667	-123.256021667	64.5	3.6		7	1.78		
T	2023-12-08 00:32:31.6	49.263065667	-123.256020000	64.0	2.5		8	1.78		
T	2023-12-08 00:32:31.8	49.263058333	-123.256029000	65.6	2.9		8	1.12		
T	2023-12-08 00:32:32	49.263045833	-123.256039333	67.6	3.9		8	1.53		
T	2023-12-08 00:32:32.2	49.263035833	-123.256047167	69.0	4.8	235.9	6	1.53		
T	2023-12-08 00:32:32.4	49.263032167	-123.256047167	69.0	4.6	221.7	7	2.82		
T	2023-12-08 00:32:32.6	49.263031167	-123.256050500	69.6	3.9		7	2.24		
T	2023-12-08 00:32:32.8	49.263033000	-123.256047333	70.0	1.1		7	1.18		
T	2023-12-08 00:32:33	49.263034167	-123.256042167	70.1	1.7		7	1.18		
T	2023-12-08 00:35:39.8	49.261408000	-123.256266333	82.2	5.7	150.3	8	1.52		
T	2023-12-08 00:35:40	49.261405667	-123.256265833	81.9	5.4	152.8	8	1.52		
T	2023-12-08 00:35:40.2	49.261403833	-123.256264833	81.7	5.6	152.4	8	1.52		
T	2023-12-08 00:35:40.4	49.261402000	-123.256264667	81.5	4.6	154.0	8	1.52		
T	2023-12-08 00:35:40.6	49.261400167	-123.256262667	81.4	4.8	151.6	8	1.52		
T	2023-12-08 00:35:40.8	49.261397833	-123.256260500	81.3	5.5	151.4	8	1.52		
T	2023-12-08 00:35:41	49.261395500	-123.256259000	81.3	5.2	154.6	8	1.52		
T	2023-12-08 00:35:41.2	49.261393167	-123.256258500	81.1	5.6	156.6	8	1.52		
T	2023-12-08 00:35:41.4	49.261391500	-123.256258167	80.9	4.6	157.1	8	1.52		
T	2023-12-08 00:35:41.6	49.261389333	-123.256256500	80.8	5.1	153.2	8	1.52		
T	2023-12-08 00:35:41.8	49.261387333	-123.256255000	80.6	5.3	152.1	8	1.52		
T	2023-12-08 00:35:42	49.261385333	-123.256253833	80.6	5.0	155.7	8	1.52		
T	2023-12-08 00:35:42.2	49.261383000	-123.256252333	80.5	5.6	155.0	8	1.52		
T	2023-12-08 00:35:42.4	49.261381333	-123.256251333	80.4	4.7	155.3	8	1.52		
T	2023-12-08 00:35:42.6	49.261379333	-123.256249167	80.3	5.0	151.7	8	1.52		
T	2023-12-08 00:35:42.8	49.261377333	-123.256246833	80.2	5.4	147.4	8	1.52		
T	2023-12-08 00:35:43	49.261375167	-123.256245333	80.2	5.2	150.5	8	1.52		
T	2023-12-08 00:35:43.2	49.261373000	-123.256243500	80.1	5.4	152.0	8	1.52		
T	2023-12-08 00:35:43.4	49.261371167	-123.256242333	80.0	4.7	152.4	8	1.52		
T	2023-12-08 00:35:43.6	49.261369333	-123.256240500	79.9	4.8	151.0	8	1.52		
T	2023-12-08 00:35:43.8	49.261367167	-123.256238333	79.9	5.4	150.5	8	1.52		
T	2023-12-08 00:35:44	49.261364833	-123.256237333	79.8	5.2	156.5	8	1.52		
T	2023-12-08 00:35:44.2	49.261363000	-123.256235000	79.8	5.1	153.1	8	1.52		
T	2023-12-08 00:35:44.4	49.261361333	-123.256233333	79.7	4.5	150.4	8	1.52		
T	2023-12-08 00:35:44.6	49.261359667	-123.256231167	79.7	4.5	147.3	8	1.52		
T	2023-12-08 00:35:44.8	49.261357333	-123.256228833	79.7	5.3	146.5	8	1.52		
T	2023-12-08 00:35:45	49.261354833	-123.256227167	79.8	5.5	152.7	8	1.52		
T	2023-12-08 00:35:45.2	49.261352667	-123.256225167	79.7	5.3	152.6	8	1.52		
T	2023-12-08 00:35:45.4	49.261350833	-123.256223000	79.7	4.7	150.4	8	1.12		
T	2023-12-08 00:35:45.6	49.261349000	-123.256220167	79.7	4.5	145.1	8	1.12		
T	2023-12-08 00:35:45.8	49.261346667	-123.256217333	79.7	5.4	145.2	8	1.12		
T	2023-12-08 00:35:46	49.261344500	-123.256214333	79.8	5.2	145.1	8	1.12		
T	2023-12-08 00:35:46.2	49.261342500	-123.256211333	79.9	4.8	143.5	8	1.12		
T	2023-12-08 00:35:46.4	49.261341167	-123.256209167	79.8	4.1	141.2	8	1.12		
T	2023-12-08 00:35:46.6	49.261340000	-123.256205667	79.8	4.2	132.5	8	1.12		
T	2023-12-08 00:35:46.8	49.261338167	-123.256201000	79.9	4.8	131.1	8	1.12		
T	2023-12-08 00:35:47	49.261336667	-123.256196667	79.9	4.7	129.8	8	1.12		
T	2023-12-08 00:35:47.2	49.261334833	-123.256192667	80.0	4.9	130.1	8	1.12		
T	2023-12-08 00:35:47.4	49.261333833	-123.256189500	80.0	4.1	128.3	8	1.12		
T	2023-12-08 00:35:47.6	49.261333167	-123.256186167	80.0	3.6	122.2	8	1.12		
T	2023-12-08 00:35:47.8	49.261332167	-123.256182667	80.0	3.9	118.6	8	1.12		
T	2023-12-08 00:35:48	49.261332000	-123.256179000	80.1	3.6	110.8	8	1.12		
T	2023-12-08 00:35:48.2	49.261331833	-123.256175667	80.1	3.9	105.0	8	1.12		
T	2023-12-08 00:35:48.4	49.261332000	-123.256172000	80.1	3.8	98.3	8	1.12		
T	2023-12-08 00:35:48.6	49.261332000	-123.256168000	80.1	4.1	93.7	8	1.12		
T	2023-12-08 00:35:48.8	49.261332667	-123.256164167	80.2	3.9	88.8	8	1.12		
T	2023-12-08 00:35:49	49.261333500	-123.256159333	80.4	4.3	80.5	8	1.12		
T	2023-12-08 00:35:49.2	49.261334000	-123.256155500	80.4	4.3	76.3	8	1.12		
T	2023-12-08 00:35:49.4	49.261335667	-123.256150500	80.5	5.0	67.3	8	1.12		
T	2023-12-08 00:35:49.6	49.261336833	-123.256146833	80.6	4.3	64.1	8	1.12		
T	2023-12-08 00:35:49.8	49.261338500	-123.256142833		5.0	58.3				
T	2023-12-08 00:36:51.4	49.261193667	-123.255364167	105.5	3.7	190.2	8	1.13		
T	2023-12-08 00:36:51.6	49.261192167	-123.255362000	105.8	2.9	183.1	8	1.13		
T	2023-12-08 00:36:51.8	49.261190167	-123.255362000	105.8	3.0	183.5	8	1.13		
T	2023-12-08 00:36:52	49.261186833	-123.255360667	106.2	3.6	176.4	8	1.13		
T	2023-12-08 00:36:52.2	49.261185500	-123.255358000	106.2	3.2	169.2	8	1.26		
T	2023-12-08 00:36:52.4	49.261183833	-123.255357833	106.3	2.6	173.9	8	1.26		
T	2023-12-08 00:36:52.6	49.261182167	-123.255355500	106.4	2.6	169.2	8	1.26		
T	2023-12-08 00:36:52.8	49.261180333	-123.255354000	106.3	2.9	174.5	8	1.26		
T	2023-12-08 00:36:53	49.261177833	-123.255349833	106.4	3.7	166.7	8	1.26		
T	2023-12-08 00:36:53.2	49.261175500	-123.255349333	106.7	3.3	169.8	8	1.26		
T	2023-12-08 00:36:53.4	49.261173667	-123.255349333	106.8	3.1	178.4	8	1.13		
T	2023-12-08 00:36:53.6	49.261172833	-123.255348167	106.9	2.1		8	1.13		
T	2023-12-08 00:36:53.8	49.261170667	-123.255346833	107.3	2.2		8	1.13		
T	2023-12-08 00:36:54	49.261167500	-123.255349333	107.4	4.1	198.8	8	1.13		
T	2023-12-08 00:36:54.2	49.261164333	-123.255347333	107.5	4.5	195.5	8	1.13		
T	2023-12-08 00:36:54.4	49.261163000	-123.255348167	107.6	3.9	199.0	8	1.13		
T	2023-12-08 00:36:54.6	49.261161000	-123.255346333	107.6	3.6	195.1	8	1.13		
